,elbow,silh,dbi,ch
1,163801.7453340884,,,
2,134579.57204911194,0.1719621388844061,2.0260075810248734,7994.975789937972
3,122529.47969915894,0.1728474997968152,2.368929962468331,6200.971195436018
4,120632.94041016008,0.0896883599819319,2.912065273468577,4391.811343904642
5,116773.36140579282,0.1073638604343484,2.5918450761136693,3706.848779050218
6,109312.72161369793,0.11669470723067714,2.44936456948864,3670.3291594766733
7,107410.89936044009,0.10346510876978521,2.347589517289303,3221.3195725965193
8,105487.2685802458,0.10926409447797135,2.586863276518768,2907.3102393066933
9,104095.96612227014,0.1072880333570769,2.5888650334193,2639.330000000918
10,100892.74339084743,0.10677579989745205,2.4929172352388744,2550.3498971107388
11,96010.07189924522,0.13415723264997467,2.4236163169382343,2599.185472307715
12,94345.51642213017,0.1296742394535649,2.4488594998952378,2463.559558145672
13,92939.74018094514,0.12581663204724164,2.4195770604531543,2338.755146259136
14,91303.55499122772,0.1226903640508423,2.4250668660728922,2248.2176164961384
15,90009.97844796348,0.12431415822304702,2.4392051886794044,2155.3590982834553
