,silh,dbi,ch
1,,,
2,0.7395206313553945,0.36329124594039586,5068.8107003607065
3,0.11946916638891841,1.7928181590574297,5389.472983494056
4,0.1115421873031584,2.1884141833536614,4597.311638096978
5,0.12211413135403687,1.902569147695886,4246.382526090546
6,0.11833058537120107,1.886189765205576,3824.336841570335
7,0.08106896255912982,1.9583681397957178,3548.0275867569467
8,0.08183263153374115,2.2321645419589053,3344.3715485674743
9,0.08007292777721416,2.380325384282341,3082.944685772085
10,0.08582631577138256,2.3533182078033006,2872.122748120455
