,elbow,silh,dbi,ch
1,110020.3039560979,,,
2,104173.00441643916,0.10916761040963475,2.818710031026283,3699.631893794958
3,95552.62121556947,0.09758316219551293,2.502839570227151,3679.4595924278174
4,95005.38700764361,0.0852684369929037,3.0875291789518053,2724.194324796265
5,91566.86954853412,0.0978379017840027,2.6492297670083564,2721.3524743918583
6,88407.01102278507,0.09887377401413702,2.5319599574201916,2517.5954208059957
7,87487.51445001722,0.09159709248152041,2.7074009394141223,2246.1642388141618
8,86109.94173671884,0.06361380856911665,2.8898399065282128,1993.47971614065
9,85481.5898525664,0.06036812244414522,2.926306057361463,1803.6565466576035
10,84357.06527942189,0.058155873928681455,3.049464642113544,1667.0278494142542
