,elbow,silh,dbi,ch
1,94879.27198043127,,,
2,90187.57207280246,0.03692929101799734,5.343727247439022,1187.6449170168094
3,81121.4137844164,0.06936670202696976,3.6284376743553004,3390.556772953353
4,79930.11603291753,0.06588436410722615,3.37009005504451,2551.062222858704
5,77757.30939540996,0.14436445614225943,2.7164876571940995,3174.7853037509403
6,75952.14153127628,0.13625774507239913,2.9158594405028886,2796.7752233993515
7,75053.83252967802,0.12821712986468503,3.1439483472460616,2395.212998811307
8,73346.75079475933,0.13589330284426768,2.7355008263036003,2384.1437653641033
9,73716.47805789788,0.1323660986041863,2.8412454443656947,2071.4091742871756
10,72779.70334979775,0.1303009331202258,2.92800775427109,1951.9159394269957
