,silh,dbi,ch
1,,,
2,0.17122155221679228,2.025007990487977,7968.0112660933055
3,0.16496099129841363,2.6546482076575173,5610.267901218048
4,0.1611756434938099,2.5683393323001327,4501.241564086489
5,0.16507505519124702,2.4948388531659202,3798.0758742647927
6,0.10131913986652916,2.736449508649778,3328.8031227896477
7,0.10729619638854702,2.667106088424842,3021.5907184920793
8,0.09769091579181143,2.6332914955477813,2781.8826416285224
9,0.06754244477066879,2.6096368227310207,2595.357731005476
10,0.06894286968767398,2.6684347658459187,2427.631630598625
